2026-01-16 14:54:31,591 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:31,591 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:31,799 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:31,800 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:31,800 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:31,801 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:31,818 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:31,818 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:31,862 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:31,862 - __main__ - INFO - Starting scrape...
2026-01-16 14:54:31,862 - __main__ - INFO - Scraper will check for duplicates against 140 existing PMIDs
2026-01-16 14:54:31,862 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:31,863 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:31,881 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:31,882 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:31,882 - __main__ - INFO - Running query 1/5: ("knee osteoarthritis"[Title/Abstract] OR "knee OA"[Title/Abstract] OR "Osteoart...
2026-01-16 14:54:32,882 - scripts.pubmed_scraper - INFO - Found 5000 articles matching query
2026-01-16 14:54:34,329 - scripts.pubmed_scraper - INFO - Article 39321972 already exists with full details, skipping
2026-01-16 14:54:34,330 - scripts.pubmed_scraper - INFO - Article 39293699 already exists with full details, skipping
2026-01-16 14:54:34,331 - scripts.pubmed_scraper - INFO - Article 39290201 already exists with full details, skipping
2026-01-16 14:54:34,333 - scripts.pubmed_scraper - INFO - Article 39284395 already exists with full details, skipping
2026-01-16 14:54:34,335 - scripts.pubmed_scraper - INFO - Article 39271085 already exists with full details, skipping
2026-01-16 14:54:34,335 - scripts.pubmed_scraper - INFO - Article 39265813 already exists with full details, skipping
2026-01-16 14:54:34,336 - scripts.pubmed_scraper - INFO - Article 39248217 already exists with full details, skipping
2026-01-16 14:54:34,337 - scripts.pubmed_scraper - INFO - Article 39233105 already exists with full details, skipping
2026-01-16 14:54:34,339 - scripts.pubmed_scraper - INFO - Article 39233099 already exists with full details, skipping
2026-01-16 14:54:34,342 - scripts.pubmed_scraper - INFO - Article 39231900 already exists with full details, skipping
2026-01-16 14:54:34,343 - scripts.pubmed_scraper - INFO - Article 39218238 already exists with full details, skipping
2026-01-16 14:54:34,345 - scripts.pubmed_scraper - INFO - Article 39218237 already exists with full details, skipping
2026-01-16 14:54:34,347 - scripts.pubmed_scraper - INFO - Article 39083490 already exists with full details, skipping
2026-01-16 14:54:34,348 - scripts.pubmed_scraper - INFO - Article 39026045 already exists with full details, skipping
2026-01-16 14:54:34,350 - scripts.pubmed_scraper - INFO - Article 38772763 already exists with full details, skipping
2026-01-16 14:54:34,353 - scripts.pubmed_scraper - INFO - Article 37846091 already exists with full details, skipping
2026-01-16 14:54:34,356 - scripts.pubmed_scraper - INFO - Article 37846064 already exists with full details, skipping
2026-01-16 14:54:34,358 - scripts.pubmed_scraper - INFO - Article 37474452 already exists with full details, skipping
2026-01-16 14:54:34,359 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:34,359 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:34,371 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:34,371 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:34,375 - scripts.pubmed_scraper - INFO - Article 40000483 already exists with full details, skipping
2026-01-16 14:54:34,376 - scripts.pubmed_scraper - INFO - Article 39998994 already exists with full details, skipping
2026-01-16 14:54:34,377 - scripts.pubmed_scraper - INFO - Article 39980003 already exists with full details, skipping
2026-01-16 14:54:34,378 - scripts.pubmed_scraper - INFO - Article 39979944 already exists with full details, skipping
2026-01-16 14:54:34,379 - scripts.pubmed_scraper - INFO - Article 39982035 already exists with full details, skipping
2026-01-16 14:54:34,382 - scripts.pubmed_scraper - INFO - Article 39953453 already exists with full details, skipping
2026-01-16 14:54:34,384 - scripts.pubmed_scraper - INFO - Article 39929870 already exists with full details, skipping
2026-01-16 14:54:34,385 - scripts.pubmed_scraper - INFO - Article 39923107 already exists with full details, skipping
2026-01-16 14:54:34,386 - scripts.pubmed_scraper - INFO - Article 39928811 already exists with full details, skipping
2026-01-16 14:54:34,387 - scripts.pubmed_scraper - INFO - Article 39920761 already exists with full details, skipping
2026-01-16 14:54:34,389 - scripts.pubmed_scraper - INFO - Article 39915792 already exists with full details, skipping
2026-01-16 14:54:34,392 - scripts.pubmed_scraper - INFO - Article 39899500 already exists with full details, skipping
2026-01-16 14:54:34,393 - scripts.pubmed_scraper - INFO - Article 39878667 already exists with full details, skipping
2026-01-16 14:54:34,396 - scripts.pubmed_scraper - INFO - Article 39853926 already exists with full details, skipping
2026-01-16 14:54:34,397 - scripts.pubmed_scraper - INFO - Article 39786308 already exists with full details, skipping
2026-01-16 14:54:34,398 - scripts.pubmed_scraper - INFO - Article 39757775 already exists with full details, skipping
2026-01-16 14:54:34,400 - scripts.pubmed_scraper - INFO - Article 39738847 already exists with full details, skipping
2026-01-16 14:54:34,401 - scripts.pubmed_scraper - INFO - Article 39693720 already exists with full details, skipping
2026-01-16 14:54:34,402 - scripts.pubmed_scraper - INFO - Article 39617148 already exists with full details, skipping
2026-01-16 14:54:34,402 - scripts.pubmed_scraper - INFO - Article 39601815 already exists with full details, skipping
2026-01-16 14:54:34,403 - scripts.pubmed_scraper - INFO - Article 39577567 already exists with full details, skipping
2026-01-16 14:54:34,404 - scripts.pubmed_scraper - INFO - Article 39571683 already exists with full details, skipping
2026-01-16 14:54:34,405 - scripts.pubmed_scraper - INFO - Article 39419437 already exists with full details, skipping
2026-01-16 14:54:34,406 - scripts.pubmed_scraper - INFO - Article 39332611 already exists with full details, skipping
2026-01-16 14:54:34,408 - scripts.pubmed_scraper - INFO - Article 39317202 already exists with full details, skipping
2026-01-16 14:54:34,409 - scripts.pubmed_scraper - INFO - Article 39306016 already exists with full details, skipping
2026-01-16 14:54:34,431 - scripts.pubmed_scraper - INFO - Article 39260422 already exists with full details, skipping
2026-01-16 14:54:34,432 - scripts.pubmed_scraper - INFO - Article 39248213 already exists with full details, skipping
2026-01-16 14:54:34,433 - scripts.pubmed_scraper - INFO - Article 39224040 already exists with full details, skipping
2026-01-16 14:54:34,434 - scripts.pubmed_scraper - INFO - Article 39208966 already exists with full details, skipping
2026-01-16 14:54:34,435 - scripts.pubmed_scraper - INFO - Article 39182532 already exists with full details, skipping
2026-01-16 14:54:34,436 - scripts.pubmed_scraper - INFO - Article 39182530 already exists with full details, skipping
2026-01-16 14:54:34,437 - scripts.pubmed_scraper - INFO - Article 39142614 already exists with full details, skipping
2026-01-16 14:54:34,438 - scripts.pubmed_scraper - INFO - Article 39128779 already exists with full details, skipping
2026-01-16 14:54:34,439 - scripts.pubmed_scraper - INFO - Article 39105436 already exists with full details, skipping
2026-01-16 14:54:34,441 - scripts.pubmed_scraper - INFO - Article 39018667 already exists with full details, skipping
2026-01-16 14:54:34,442 - scripts.pubmed_scraper - INFO - Article 38810966 already exists with full details, skipping
2026-01-16 14:54:34,445 - scripts.pubmed_scraper - INFO - Article 38557264 already exists with full details, skipping
2026-01-16 14:54:34,447 - scripts.pubmed_scraper - INFO - Article 38290792 already exists with full details, skipping
2026-01-16 14:54:34,448 - scripts.pubmed_scraper - INFO - Article 39879388 already exists with full details, skipping
2026-01-16 14:54:34,449 - scripts.pubmed_scraper - INFO - Article 39865261 already exists with full details, skipping
2026-01-16 14:54:34,450 - scripts.pubmed_scraper - INFO - Article 39862299 already exists with full details, skipping
2026-01-16 14:54:34,451 - scripts.pubmed_scraper - INFO - Article 39881618 already exists with full details, skipping
2026-01-16 14:54:34,454 - scripts.pubmed_scraper - INFO - Article 39854590 already exists with full details, skipping
2026-01-16 14:54:34,455 - scripts.pubmed_scraper - INFO - Article 39849999 already exists with full details, skipping
2026-01-16 14:54:34,458 - scripts.pubmed_scraper - INFO - Article 39849547 already exists with full details, skipping
2026-01-16 14:54:34,461 - scripts.pubmed_scraper - INFO - Article 39849486 already exists with full details, skipping
2026-01-16 14:54:34,462 - scripts.pubmed_scraper - INFO - Article 39844280 already exists with full details, skipping
2026-01-16 14:54:34,465 - scripts.pubmed_scraper - INFO - Article 39833818 already exists with full details, skipping
2026-01-16 14:54:34,467 - scripts.pubmed_scraper - INFO - Article 39815335 already exists with full details, skipping
2026-01-16 14:54:34,468 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:34,468 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:34,484 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:34,484 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:34,486 - scripts.pubmed_scraper - INFO - Article 39815282 already exists with full details, skipping
2026-01-16 14:54:34,488 - scripts.pubmed_scraper - INFO - Article 39815252 already exists with full details, skipping
2026-01-16 14:54:34,492 - scripts.pubmed_scraper - INFO - Article 39812722 already exists with full details, skipping
2026-01-16 14:54:34,493 - scripts.pubmed_scraper - INFO - Article 39591439 already exists with full details, skipping
2026-01-16 14:54:34,494 - scripts.pubmed_scraper - INFO - Article 38781348 already exists with full details, skipping
2026-01-16 14:54:34,496 - scripts.pubmed_scraper - INFO - Article 39806383 already exists with full details, skipping
2026-01-16 14:54:34,498 - scripts.pubmed_scraper - INFO - Article 39798035 already exists with full details, skipping
2026-01-16 14:54:34,501 - scripts.pubmed_scraper - INFO - Article 39797997 already exists with full details, skipping
2026-01-16 14:54:34,502 - scripts.pubmed_scraper - INFO - Article 39797927 already exists with full details, skipping
2026-01-16 14:54:34,504 - scripts.pubmed_scraper - INFO - Article 39786204 already exists with full details, skipping
2026-01-16 14:54:34,505 - scripts.pubmed_scraper - INFO - Article 39773478 already exists with full details, skipping
2026-01-16 14:54:34,507 - scripts.pubmed_scraper - INFO - Article 39776240 already exists with full details, skipping
2026-01-16 14:54:34,510 - scripts.pubmed_scraper - INFO - Article 39775126 already exists with full details, skipping
2026-01-16 14:54:34,513 - scripts.pubmed_scraper - INFO - Article 39773297 already exists with full details, skipping
2026-01-16 14:54:34,514 - scripts.pubmed_scraper - INFO - Article 38388017 already exists with full details, skipping
2026-01-16 14:54:34,517 - scripts.pubmed_scraper - INFO - Article 39804810 already exists with full details, skipping
2026-01-16 14:54:34,518 - scripts.pubmed_scraper - INFO - Article 39719909 already exists with full details, skipping
2026-01-16 14:54:34,519 - scripts.pubmed_scraper - INFO - Article 39719896 already exists with full details, skipping
2026-01-16 14:54:34,520 - scripts.pubmed_scraper - INFO - Article 41379513 already exists with full details, skipping
2026-01-16 14:54:34,521 - scripts.pubmed_scraper - INFO - Article 41379511 already exists with full details, skipping
2026-01-16 14:54:34,524 - scripts.pubmed_scraper - INFO - Article 41379510 already exists with full details, skipping
2026-01-16 14:54:34,525 - scripts.pubmed_scraper - INFO - Article 41379509 already exists with full details, skipping
2026-01-16 14:54:34,527 - scripts.pubmed_scraper - INFO - Article 40743830 already exists with full details, skipping
2026-01-16 14:54:34,528 - scripts.pubmed_scraper - INFO - Article 40090839 already exists with full details, skipping
2026-01-16 14:54:34,529 - scripts.pubmed_scraper - INFO - Article 39970460 already exists with full details, skipping
2026-01-16 14:54:34,531 - scripts.pubmed_scraper - INFO - Article 39927706 already exists with full details, skipping
2026-01-16 14:54:34,532 - scripts.pubmed_scraper - INFO - Article 39784945 already exists with full details, skipping
2026-01-16 14:54:34,532 - scripts.pubmed_scraper - INFO - Article 39741451 already exists with full details, skipping
2026-01-16 14:54:34,533 - scripts.pubmed_scraper - INFO - Article 39740684 already exists with full details, skipping
2026-01-16 14:54:34,534 - scripts.pubmed_scraper - INFO - Article 39690362 already exists with full details, skipping
2026-01-16 14:54:34,536 - scripts.pubmed_scraper - INFO - Article 39642761 already exists with full details, skipping
2026-01-16 14:54:34,537 - scripts.pubmed_scraper - INFO - Article 39626336 already exists with full details, skipping
2026-01-16 14:54:34,538 - scripts.pubmed_scraper - INFO - Article 39615061 already exists with full details, skipping
2026-01-16 14:54:34,538 - scripts.pubmed_scraper - INFO - Article 39615060 already exists with full details, skipping
2026-01-16 14:54:34,539 - scripts.pubmed_scraper - INFO - Article 39549655 already exists with full details, skipping
2026-01-16 14:54:34,542 - scripts.pubmed_scraper - INFO - Article 39541657 already exists with full details, skipping
2026-01-16 14:54:34,543 - scripts.pubmed_scraper - INFO - Article 39530286 already exists with full details, skipping
2026-01-16 14:54:34,544 - scripts.pubmed_scraper - INFO - Article 39521022 already exists with full details, skipping
2026-01-16 14:54:34,545 - scripts.pubmed_scraper - INFO - Article 39520805 already exists with full details, skipping
2026-01-16 14:54:34,546 - scripts.pubmed_scraper - INFO - Article 39489461 already exists with full details, skipping
2026-01-16 14:54:34,546 - scripts.pubmed_scraper - INFO - Article 39353619 already exists with full details, skipping
2026-01-16 14:54:34,549 - scripts.pubmed_scraper - INFO - Article 39145997 already exists with full details, skipping
2026-01-16 14:54:34,550 - scripts.pubmed_scraper - INFO - Article 39102867 already exists with full details, skipping
2026-01-16 14:54:34,550 - scripts.pubmed_scraper - INFO - Article 39067777 already exists with full details, skipping
2026-01-16 14:54:34,551 - scripts.pubmed_scraper - INFO - Article 39047922 already exists with full details, skipping
2026-01-16 14:54:34,552 - scripts.pubmed_scraper - INFO - Article 39047920 already exists with full details, skipping
2026-01-16 14:54:34,553 - scripts.pubmed_scraper - INFO - Article 39031659 already exists with full details, skipping
2026-01-16 14:54:34,554 - scripts.pubmed_scraper - INFO - Article 39025273 already exists with full details, skipping
2026-01-16 14:54:34,555 - scripts.pubmed_scraper - INFO - Article 39002768 already exists with full details, skipping
2026-01-16 14:54:34,556 - scripts.pubmed_scraper - INFO - Article 38970438 already exists with full details, skipping
2026-01-16 14:54:34,556 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:34,556 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:34,572 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:34,572 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:34,574 - scripts.pubmed_scraper - INFO - Article 38969293 already exists with full details, skipping
2026-01-16 14:54:34,575 - scripts.pubmed_scraper - INFO - Article 38943459 already exists with full details, skipping
2026-01-16 14:54:34,576 - scripts.pubmed_scraper - INFO - Article 38942249 already exists with full details, skipping
2026-01-16 14:54:34,578 - scripts.pubmed_scraper - INFO - Article 38932605 already exists with full details, skipping
2026-01-16 14:54:34,579 - scripts.pubmed_scraper - INFO - Article 38796721 already exists with full details, skipping
2026-01-16 14:54:34,580 - scripts.pubmed_scraper - INFO - Article 38796719 already exists with full details, skipping
2026-01-16 14:54:34,581 - scripts.pubmed_scraper - INFO - Article 38796718 already exists with full details, skipping
2026-01-16 14:54:34,582 - scripts.pubmed_scraper - INFO - Article 38769777 already exists with full details, skipping
2026-01-16 14:54:34,583 - scripts.pubmed_scraper - INFO - Article 38751081 already exists with full details, skipping
2026-01-16 14:54:34,584 - scripts.pubmed_scraper - INFO - Article 39876541 already exists with full details, skipping
2026-01-16 14:54:34,586 - scripts.pubmed_scraper - INFO - Article 39741262 already exists with full details, skipping
2026-01-16 14:54:34,589 - scripts.pubmed_scraper - INFO - Article 39730682 already exists with full details, skipping
2026-01-16 14:54:34,592 - scripts.pubmed_scraper - INFO - Article 39729196 already exists with full details, skipping
2026-01-16 14:54:34,593 - scripts.pubmed_scraper - INFO - Article 39729090 already exists with full details, skipping
2026-01-16 14:54:34,596 - scripts.pubmed_scraper - INFO - Article 39726029 already exists with full details, skipping
2026-01-16 14:54:34,597 - scripts.pubmed_scraper - INFO - Article 39726012 already exists with full details, skipping
2026-01-16 14:54:34,600 - scripts.pubmed_scraper - INFO - Article 39795878 already exists with full details, skipping
2026-01-16 14:54:34,601 - scripts.pubmed_scraper - INFO - Article 39719605 already exists with full details, skipping
2026-01-16 14:54:34,602 - scripts.pubmed_scraper - INFO - Article 39713914 already exists with full details, skipping
2026-01-16 14:54:34,604 - scripts.pubmed_scraper - INFO - Article 39702172 already exists with full details, skipping
2026-01-16 14:54:34,606 - scripts.pubmed_scraper - INFO - Article 39696586 already exists with full details, skipping
2026-01-16 14:54:34,609 - scripts.pubmed_scraper - INFO - Article 39696549 already exists with full details, skipping
2026-01-16 14:54:34,610 - scripts.pubmed_scraper - INFO - Article 39694983 already exists with full details, skipping
2026-01-16 14:54:34,612 - scripts.pubmed_scraper - INFO - Article 39694897 already exists with full details, skipping
2026-01-16 14:54:34,614 - scripts.pubmed_scraper - INFO - Article 39668343 already exists with full details, skipping
2026-01-16 14:54:34,615 - scripts.pubmed_scraper - INFO - Article 39666122 already exists with full details, skipping
2026-01-16 14:54:34,617 - scripts.pubmed_scraper - INFO - Article 39666075 already exists with full details, skipping
2026-01-16 14:54:34,620 - scripts.pubmed_scraper - INFO - Article 39652716 already exists with full details, skipping
2026-01-16 14:54:34,621 - scripts.pubmed_scraper - INFO - Article 39636848 already exists with full details, skipping
2026-01-16 14:54:34,624 - scripts.pubmed_scraper - INFO - Article 39627381 already exists with full details, skipping
2026-01-16 14:54:34,627 - scripts.pubmed_scraper - INFO - Article 39623393 already exists with full details, skipping
2026-01-16 14:54:34,628 - scripts.pubmed_scraper - INFO - Article 39623205 already exists with full details, skipping
2026-01-16 14:54:34,629 - scripts.pubmed_scraper - INFO - Article 39869866 already exists with full details, skipping
2026-01-16 14:54:34,631 - scripts.pubmed_scraper - INFO - Article 39773594 already exists with full details, skipping
2026-01-16 14:54:34,632 - scripts.pubmed_scraper - INFO - Article 39716397 already exists with full details, skipping
2026-01-16 14:54:34,633 - scripts.pubmed_scraper - INFO - Article 39632766 already exists with full details, skipping
2026-01-16 14:54:34,636 - scripts.pubmed_scraper - INFO - Article 39615512 already exists with full details, skipping
2026-01-16 14:54:34,637 - scripts.pubmed_scraper - INFO - Article 39503409 already exists with full details, skipping
2026-01-16 14:54:34,638 - scripts.pubmed_scraper - INFO - Article 39501823 already exists with full details, skipping
2026-01-16 14:54:34,639 - scripts.pubmed_scraper - INFO - Article 39486476 already exists with full details, skipping
2026-01-16 14:54:34,642 - scripts.pubmed_scraper - INFO - Article 39481852 already exists with full details, skipping
2026-01-16 14:54:34,643 - scripts.pubmed_scraper - INFO - Article 39427817 already exists with full details, skipping
2026-01-16 14:54:34,644 - scripts.pubmed_scraper - INFO - Article 39426678 already exists with full details, skipping
2026-01-16 14:54:34,650 - scripts.pubmed_scraper - INFO - Article 39419311 already exists with full details, skipping
2026-01-16 14:54:34,651 - scripts.pubmed_scraper - INFO - Article 39419310 already exists with full details, skipping
2026-01-16 14:54:34,652 - scripts.pubmed_scraper - INFO - Article 39413926 already exists with full details, skipping
2026-01-16 14:54:34,653 - scripts.pubmed_scraper - INFO - Article 39413924 already exists with full details, skipping
2026-01-16 14:54:34,654 - scripts.pubmed_scraper - INFO - Article 39413923 already exists with full details, skipping
2026-01-16 14:54:34,654 - scripts.pubmed_scraper - INFO - Article 39413922 already exists with full details, skipping
2026-01-16 14:54:34,655 - scripts.pubmed_scraper - INFO - Article 39413921 already exists with full details, skipping
2026-01-16 14:54:34,656 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:34,656 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:34,673 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:34,673 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:34,675 - scripts.pubmed_scraper - INFO - Article 39402143 already exists with full details, skipping
2026-01-16 14:54:34,676 - scripts.pubmed_scraper - INFO - Article 39401702 already exists with full details, skipping
2026-01-16 14:54:34,677 - scripts.pubmed_scraper - INFO - Article 39401701 already exists with full details, skipping
2026-01-16 14:54:34,678 - scripts.pubmed_scraper - INFO - Article 39401700 already exists with full details, skipping
2026-01-16 14:54:34,680 - scripts.pubmed_scraper - INFO - Article 39357803 already exists with full details, skipping
2026-01-16 14:54:34,681 - scripts.pubmed_scraper - INFO - Article 39353341 already exists with full details, skipping
2026-01-16 14:54:34,682 - scripts.pubmed_scraper - INFO - Article 39352542 already exists with full details, skipping
2026-01-16 14:54:34,684 - scripts.pubmed_scraper - INFO - Article 39340642 already exists with full details, skipping
2026-01-16 14:54:34,702 - scripts.pubmed_scraper - INFO - Article 39326121 already exists with full details, skipping
2026-01-16 14:54:34,705 - scripts.pubmed_scraper - INFO - Article 39320497 already exists with full details, skipping
2026-01-16 14:54:34,709 - scripts.pubmed_scraper - INFO - Article 39302449 already exists with full details, skipping
2026-01-16 14:54:34,723 - scripts.pubmed_scraper - INFO - Article 39276401 already exists with full details, skipping
2026-01-16 14:54:34,725 - scripts.pubmed_scraper - INFO - Article 39260092 already exists with full details, skipping
2026-01-16 14:54:34,728 - scripts.pubmed_scraper - INFO - Article 39255525 already exists with full details, skipping
2026-01-16 14:54:34,730 - scripts.pubmed_scraper - INFO - Article 39241672 already exists with full details, skipping
2026-01-16 14:54:34,735 - scripts.pubmed_scraper - INFO - Article 39218454 already exists with full details, skipping
2026-01-16 14:54:34,736 - scripts.pubmed_scraper - INFO - Article 39217231 already exists with full details, skipping
2026-01-16 14:54:34,737 - scripts.pubmed_scraper - INFO - Article 39119739 already exists with full details, skipping
2026-01-16 14:54:34,738 - scripts.pubmed_scraper - INFO - Article 39113616 already exists with full details, skipping
2026-01-16 14:54:34,739 - scripts.pubmed_scraper - INFO - Article 39101251 already exists with full details, skipping
2026-01-16 14:54:34,740 - scripts.pubmed_scraper - INFO - Article 39084606 already exists with full details, skipping
2026-01-16 14:54:34,743 - scripts.pubmed_scraper - INFO - Article 39084605 already exists with full details, skipping
2026-01-16 14:54:34,744 - scripts.pubmed_scraper - INFO - Article 39084604 already exists with full details, skipping
2026-01-16 14:54:34,746 - scripts.pubmed_scraper - INFO - Article 38989783 already exists with full details, skipping
2026-01-16 14:54:34,748 - scripts.pubmed_scraper - INFO - Article 38984905 already exists with full details, skipping
2026-01-16 14:54:34,750 - scripts.pubmed_scraper - INFO - Article 38971395 already exists with full details, skipping
2026-01-16 14:54:34,753 - scripts.pubmed_scraper - INFO - Article 38923248 already exists with full details, skipping
2026-01-16 14:54:34,754 - scripts.pubmed_scraper - INFO - Article 38914143 already exists with full details, skipping
2026-01-16 14:54:34,757 - scripts.pubmed_scraper - INFO - Article 38901712 already exists with full details, skipping
2026-01-16 14:54:34,759 - scripts.pubmed_scraper - INFO - Article 38895851 already exists with full details, skipping
2026-01-16 14:54:34,760 - scripts.pubmed_scraper - INFO - Article 38881354 already exists with full details, skipping
2026-01-16 14:54:34,761 - scripts.pubmed_scraper - INFO - Article 38880407 already exists with full details, skipping
2026-01-16 14:54:34,762 - scripts.pubmed_scraper - INFO - Article 38864165 already exists with full details, skipping
2026-01-16 14:54:34,763 - scripts.pubmed_scraper - INFO - Article 38852690 already exists with full details, skipping
2026-01-16 14:54:34,764 - scripts.pubmed_scraper - INFO - Article 38830430 already exists with full details, skipping
2026-01-16 14:54:34,765 - scripts.pubmed_scraper - INFO - Article 38829243 already exists with full details, skipping
2026-01-16 14:54:34,768 - scripts.pubmed_scraper - INFO - Article 38819941 already exists with full details, skipping
2026-01-16 14:54:34,770 - scripts.pubmed_scraper - INFO - Article 38819473 already exists with full details, skipping
2026-01-16 14:54:34,772 - scripts.pubmed_scraper - INFO - Article 38804655 already exists with full details, skipping
2026-01-16 14:54:34,774 - scripts.pubmed_scraper - INFO - Article 38735362 already exists with full details, skipping
2026-01-16 14:54:34,775 - scripts.pubmed_scraper - INFO - Article 38349251 already exists with full details, skipping
2026-01-16 14:54:34,776 - scripts.pubmed_scraper - INFO - Article 37655826 already exists with full details, skipping
2026-01-16 14:54:34,779 - scripts.pubmed_scraper - INFO - Article 39616316 already exists with full details, skipping
2026-01-16 14:54:34,780 - scripts.pubmed_scraper - INFO - Article 39584821 already exists with full details, skipping
2026-01-16 14:54:34,784 - scripts.pubmed_scraper - INFO - Article 39570872 already exists with full details, skipping
2026-01-16 14:54:34,784 - scripts.pubmed_scraper - INFO - Article 39325857 already exists with full details, skipping
2026-01-16 14:54:34,785 - scripts.pubmed_scraper - INFO - Article 39537957 already exists with full details, skipping
2026-01-16 14:54:34,786 - scripts.pubmed_scraper - INFO - Article 39531519 already exists with full details, skipping
2026-01-16 14:54:34,788 - scripts.pubmed_scraper - INFO - Article 39531414 already exists with full details, skipping
2026-01-16 14:54:34,789 - scripts.pubmed_scraper - INFO - Article 39531137 already exists with full details, skipping
2026-01-16 14:54:34,790 - scripts.literature_database - INFO - Database initialized at data/literature.db
2026-01-16 14:54:34,790 - __main__ - INFO - Found 0 PMIDs in database
2026-01-16 14:54:34,808 - __main__ - INFO - Found 141 JSON files
2026-01-16 14:54:34,808 - __main__ - INFO - Total existing PMIDs: 140
2026-01-16 14:54:34,817 - scripts.pubmed_scraper - INFO - Article 39516759 already exists with full details, skipping
2026-01-16 14:54:34,848 - scripts.pubmed_scraper - INFO - Article 39506788 already exists with full details, skipping
2026-01-16 14:54:34,849 - scripts.pubmed_scraper - INFO - Article 39331723 already exists with full details, skipping
2026-01-16 14:54:34,852 - scripts.pubmed_scraper - INFO - Article 39316660 already exists with full details, skipping
2026-01-16 14:54:34,904 - scripts.pubmed_scraper - INFO - Article 39283959 already exists with full details, skipping
2026-01-16 14:54:34,906 - scripts.pubmed_scraper - INFO - Article 39488423 already exists with full details, skipping
2026-01-16 14:54:34,907 - scripts.pubmed_scraper - INFO - Article 40656798 already exists with full details, skipping
2026-01-16 14:54:34,908 - scripts.pubmed_scraper - INFO - Article 39678526 already exists with full details, skipping
2026-01-16 14:54:34,910 - scripts.pubmed_scraper - INFO - Article 39489935 already exists with full details, skipping
2026-01-16 14:54:34,912 - scripts.pubmed_scraper - INFO - Article 39487527 already exists with full details, skipping
2026-01-16 14:54:34,914 - scripts.pubmed_scraper - INFO - Article 39482673 already exists with full details, skipping
2026-01-16 14:54:34,916 - scripts.pubmed_scraper - INFO - Article 39481434 already exists with full details, skipping
2026-01-16 14:54:34,917 - scripts.pubmed_scraper - INFO - Article 39481432 already exists with full details, skipping
2026-01-16 14:54:34,920 - scripts.pubmed_scraper - INFO - Article 39477412 already exists with full details, skipping
2026-01-16 14:54:34,922 - scripts.pubmed_scraper - INFO - Article 39461901 already exists with full details, skipping
2026-01-16 14:54:34,923 - scripts.pubmed_scraper - INFO - Article 39374990 already exists with full details, skipping
2026-01-16 14:54:34,924 - scripts.pubmed_scraper - INFO - Article 39374989 already exists with full details, skipping
2026-01-16 14:54:34,926 - scripts.pubmed_scraper - INFO - Article 39361058 already exists with full details, skipping
2026-01-16 14:54:34,929 - scripts.pubmed_scraper - INFO - Article 39311935 already exists with full details, skipping
2026-01-16 14:54:34,931 - scripts.pubmed_scraper - INFO - Article 39299293 already exists with full details, skipping
2026-01-16 14:54:34,933 - scripts.pubmed_scraper - INFO - Article 39254723 already exists with full details, skipping
2026-01-16 14:54:34,936 - scripts.pubmed_scraper - INFO - Article 39242056 already exists with full details, skipping
2026-01-16 14:54:34,938 - scripts.pubmed_scraper - INFO - Article 39223445 already exists with full details, skipping
2026-01-16 14:54:34,940 - scripts.pubmed_scraper - INFO - Article 39135273 already exists with full details, skipping
2026-01-16 14:54:34,941 - scripts.pubmed_scraper - INFO - Article 39116991 already exists with full details, skipping
2026-01-16 14:54:34,944 - scripts.pubmed_scraper - INFO - Article 39107882 already exists with full details, skipping
2026-01-16 14:54:34,945 - scripts.pubmed_scraper - INFO - Article 39105304 already exists with full details, skipping
